,Date,S&P500
1929,2022-04-20,4459.45
1930,2022-04-21,4393.66
1931,2022-04-22,4271.78
1932,2022-04-25,4296.12
1933,2022-04-26,4175.2
1934,2022-04-27,4183.96
1935,2022-04-28,4287.5
1936,2022-04-29,4131.93
1937,2022-05-02,4155.38
1938,2022-05-03,4175.48
1939,2022-05-04,4300.17
1940,2022-05-05,4146.87
1941,2022-05-06,4123.34
1942,2022-05-09,3991.24
1943,2022-05-10,4001.05
1944,2022-05-11,3935.18
1945,2022-05-12,3930.08
1946,2022-05-13,4023.89
1947,2022-05-16,4008.01
1948,2022-05-17,4088.85
1949,2022-05-18,3923.68
1950,2022-05-19,3900.79
1951,2022-05-20,3901.36
1952,2022-05-23,3973.75
1953,2022-05-24,3941.48
1954,2022-05-25,3978.73
1955,2022-05-26,4057.84
1956,2022-05-27,4158.24
1957,2022-05-31,4132.15
1958,2022-06-01,4101.23
1959,2022-06-02,4176.82
1960,2022-06-03,4108.54
1961,2022-06-06,4121.43
1962,2022-06-07,4160.68
1963,2022-06-08,4115.77
1964,2022-06-09,4017.82
1965,2022-06-10,3900.86
1966,2022-06-13,3749.63
1967,2022-06-14,3735.48
1968,2022-06-15,3789.99
1969,2022-06-16,3666.77
1970,2022-06-17,3674.84
1971,2022-06-21,3764.79
1972,2022-06-22,3759.89
1973,2022-06-23,3795.73
1974,2022-06-24,3911.74
1975,2022-06-27,3900.11
1976,2022-06-28,3821.55
1977,2022-06-29,3818.83
1978,2022-06-30,3785.38
1979,2022-07-01,3825.33
1980,2022-07-05,3831.39
1981,2022-07-06,3845.08
1982,2022-07-07,3902.62
1983,2022-07-08,3899.38
1984,2022-07-11,3854.43
1985,2022-07-12,3818.8
1986,2022-07-13,3801.78
1987,2022-07-14,3790.38
1988,2022-07-15,3863.16
1989,2022-07-18,3830.85
1990,2022-07-19,3936.69
1991,2022-07-20,3959.9
1992,2022-07-21,3998.95
1993,2022-07-22,3961.63
1994,2022-07-25,3966.84
1995,2022-07-26,3921.05
1996,2022-07-27,4023.61
1997,2022-07-28,4072.43
1998,2022-07-29,4130.29
1999,2022-08-01,4118.63
2000,2022-08-02,4091.19
2001,2022-08-03,4155.17
2002,2022-08-04,4151.94
2003,2022-08-05,4145.19
2004,2022-08-08,4140.06
2005,2022-08-09,4122.47
2006,2022-08-10,4210.24
2007,2022-08-11,4207.27
2008,2022-08-12,4280.15
2009,2022-08-15,4297.14
2010,2022-08-16,4305.2
2011,2022-08-17,4274.04
2012,2022-08-18,4283.74
2013,2022-08-19,4228.48
2014,2022-08-22,4137.99
2015,2022-08-23,4128.73
2016,2022-08-24,4140.77
2017,2022-08-25,4199.12
2018,2022-08-26,4057.66
2019,2022-08-29,4030.61
2020,2022-08-30,3986.16
2021,2022-08-31,3955.0
2022,2022-09-01,3966.85
2023,2022-09-02,3924.26
2024,2022-09-06,3908.19
2025,2022-09-07,3979.87
2026,2022-09-08,4006.18
2027,2022-09-09,4067.36
2028,2022-09-12,4110.41
2029,2022-09-13,3932.69
2030,2022-09-14,3946.01
2031,2022-09-15,3901.35
2032,2022-09-16,3873.33
2033,2022-09-19,3899.89
2034,2022-09-20,3855.93
2035,2022-09-21,3789.93
2036,2022-09-22,3757.99
2037,2022-09-23,3693.23
2038,2022-09-26,3655.04
2039,2022-09-27,3647.29
2040,2022-09-28,3719.04
2041,2022-09-29,3640.47
2042,2022-09-30,3585.62
2043,2022-10-03,3678.43
2044,2022-10-04,3790.93
2045,2022-10-05,3783.28
2046,2022-10-06,3744.52
2047,2022-10-07,3639.66
2048,2022-10-10,3612.39
2049,2022-10-11,3588.84
2050,2022-10-12,3577.03
2051,2022-10-13,3669.91
2052,2022-10-14,3583.07
2053,2022-10-17,3677.95
2054,2022-10-18,3719.98
2055,2022-10-19,3695.16
2056,2022-10-20,3665.78
2057,2022-10-21,3752.75
2058,2022-10-24,3797.34
2059,2022-10-25,3859.11
2060,2022-10-26,3830.6
2061,2022-10-27,3807.3
2062,2022-10-28,3901.06
2063,2022-10-31,3871.98
2064,2022-11-01,3856.1
2065,2022-11-02,3759.69
2066,2022-11-03,3719.89
2067,2022-11-04,3770.55
2068,2022-11-07,3806.8
2069,2022-11-08,3828.11
2070,2022-11-09,3748.57
2071,2022-11-10,3956.37
2072,2022-11-11,3992.93
2073,2022-11-14,3957.25
2074,2022-11-15,3991.73
2075,2022-11-16,3958.79
2076,2022-11-17,3946.56
2077,2022-11-18,3965.34
2078,2022-11-21,3949.94
2079,2022-11-22,4003.58
2080,2022-11-23,4027.26
2081,2022-11-25,4026.12
2082,2022-11-28,3963.94
2083,2022-11-29,3957.63
2084,2022-11-30,4080.11
2085,2022-12-01,4076.57
2086,2022-12-02,4071.7
2087,2022-12-05,3998.84
2088,2022-12-06,3941.26
2089,2022-12-07,3933.92
2090,2022-12-08,3963.51
2091,2022-12-09,3934.38
2092,2022-12-12,3990.56
2093,2022-12-13,4019.65
2094,2022-12-14,3995.32
2095,2022-12-15,3895.75
2096,2022-12-16,3852.36
2097,2022-12-19,3817.66
2098,2022-12-20,3821.62
2099,2022-12-21,3878.44
2100,2022-12-22,3822.39
2101,2022-12-23,3844.82
2102,2022-12-27,3829.25
2103,2022-12-28,3783.22
2104,2022-12-29,3849.28
2105,2022-12-30,3839.5
2106,2023-01-03,3824.14
2107,2023-01-04,3852.97
2108,2023-01-05,3808.1
2109,2023-01-06,3895.08
2110,2023-01-09,3892.09
2111,2023-01-10,3919.25
2112,2023-01-11,3969.61
2113,2023-01-12,3983.17
2114,2023-01-13,3999.09
2115,2023-01-17,3990.97
2116,2023-01-18,3928.86
2117,2023-01-19,3898.85
2118,2023-01-20,3972.61
2119,2023-01-23,4019.81
2120,2023-01-24,4016.95
2121,2023-01-25,4016.22
2122,2023-01-26,4060.43
2123,2023-01-27,4070.56
2124,2023-01-30,4017.77
2125,2023-01-31,4076.6
2126,2023-02-01,4119.21
2127,2023-02-02,4179.76
2128,2023-02-03,4136.48
2129,2023-02-06,4111.08
2130,2023-02-07,4164.0
2131,2023-02-08,4117.86
2132,2023-02-09,4081.5
2133,2023-02-10,4090.46
2134,2023-02-13,4137.29
2135,2023-02-14,4136.13
2136,2023-02-15,4147.6
2137,2023-02-16,4090.41
2138,2023-02-17,4079.09
2139,2023-02-21,3997.34
2140,2023-02-22,3991.05
2141,2023-02-23,4012.32
2142,2023-02-24,3970.04
2143,2023-02-27,3982.24
2144,2023-02-28,3970.15
2145,2023-03-01,3951.39
2146,2023-03-02,3981.35
2147,2023-03-03,4045.64
2148,2023-03-06,4048.42
2149,2023-03-07,3986.37
2150,2023-03-08,3992.01
2151,2023-03-09,3918.32
2152,2023-03-10,3861.59
2153,2023-03-13,3855.76
2154,2023-03-14,3919.29
2155,2023-03-15,3891.93
2156,2023-03-16,3960.28
2157,2023-03-17,3916.64
2158,2023-03-20,3951.57
2159,2023-03-21,4002.87
2160,2023-03-22,3936.97
2161,2023-03-23,3948.72
2162,2023-03-24,3970.99
2163,2023-03-27,3977.53
2164,2023-03-28,3971.27
2165,2023-03-29,4027.81
2166,2023-03-30,4050.83
2167,2023-03-31,4109.31
2168,2023-04-03,4124.51
2169,2023-04-04,4100.6
2170,2023-04-05,4090.38
2171,2023-04-06,4105.02
2172,2023-04-10,4109.11
2173,2023-04-11,4108.94
2174,2023-04-12,4091.95
2175,2023-04-13,4146.22
2176,2023-04-14,4137.64
2177,2023-04-17,4151.32
2178,2023-04-18,4154.87
2179,2023-04-19,4154.52
2180,2023-04-20,4129.79
2181,2023-04-21,4133.52
2182,2023-04-24,4137.04
2183,2023-04-25,4071.63
2184,2023-04-26,4055.99
2185,2023-04-27,4135.35
2186,2023-04-28,4169.48
2187,2023-05-01,4167.87
2188,2023-05-02,4119.58
2189,2023-05-03,4090.75
2190,2023-05-04,4061.22
2191,2023-05-05,4136.25
2192,2023-05-08,4138.12
2193,2023-05-09,4119.17
2194,2023-05-10,4137.64
2195,2023-05-11,4130.62
2196,2023-05-12,4124.08
2197,2023-05-15,4136.28
2198,2023-05-16,4109.9
2199,2023-05-17,4158.77
2200,2023-05-18,4198.05
2201,2023-05-19,4191.98
2202,2023-05-22,4192.63
2203,2023-05-23,4145.58
2204,2023-05-24,4115.24
2205,2023-05-25,4151.28
2206,2023-05-26,4205.45
2207,2023-05-30,4205.52
2208,2023-05-31,4179.83
2209,2023-06-01,4221.02
2210,2023-06-02,4282.37
2211,2023-06-05,4273.79
2212,2023-06-06,4283.85
2213,2023-06-07,4267.52
2214,2023-06-08,4293.93
2215,2023-06-09,4298.86
2216,2023-06-12,4338.93
2217,2023-06-13,4369.01
2218,2023-06-14,4372.59
2219,2023-06-15,4425.84
2220,2023-06-16,4409.59
2221,2023-06-20,4388.71
2222,2023-06-21,4365.69
2223,2023-06-22,4381.89
2224,2023-06-23,4348.33
2225,2023-06-26,4328.82
2226,2023-06-27,4378.41
2227,2023-06-28,4376.86
2228,2023-06-29,4396.44
2229,2023-06-30,4450.38
2230,2023-07-03,4455.59
2231,2023-07-05,4446.82
2232,2023-07-06,4411.59
2233,2023-07-07,4398.95
2234,2023-07-10,4409.53
2235,2023-07-11,4439.26
2236,2023-07-12,4472.16
2237,2023-07-13,4510.04
2238,2023-07-14,4505.42
2239,2023-07-17,4522.79
2240,2023-07-18,4554.98
2241,2023-07-19,4565.72
2242,2023-07-20,4534.87
2243,2023-07-21,4536.34
2244,2023-07-24,4554.64
2245,2023-07-25,4567.46
2246,2023-07-26,4566.75
2247,2023-07-27,4537.41
2248,2023-07-28,4582.23
2249,2023-07-31,4588.96
2250,2023-08-01,4576.73
2251,2023-08-02,4513.39
2252,2023-08-03,4501.89
2253,2023-08-04,4478.03
2254,2023-08-07,4518.44
2255,2023-08-08,4499.38
2256,2023-08-09,4467.71
2257,2023-08-10,4468.83
2258,2023-08-11,4464.05
2259,2023-08-14,4489.72
2260,2023-08-15,4437.86
2261,2023-08-16,4404.33
2262,2023-08-17,4370.36
2263,2023-08-18,4369.71
2264,2023-08-21,4399.77
2265,2023-08-22,4387.55
2266,2023-08-23,4436.01
2267,2023-08-24,4376.31
2268,2023-08-25,4405.71
2269,2023-08-28,4433.31
2270,2023-08-29,4497.63
2271,2023-08-30,4514.87
2272,2023-08-31,4507.66
2273,2023-09-01,4515.77
2274,2023-09-05,4496.83
2275,2023-09-06,4465.48
2276,2023-09-07,4451.14
2277,2023-09-08,4457.49
2278,2023-09-11,4487.46
2279,2023-09-12,4461.9
2280,2023-09-13,4467.44
2281,2023-09-14,4505.1
2282,2023-09-15,4450.32
2283,2023-09-18,4453.53
2284,2023-09-19,4443.95
2285,2023-09-20,4402.2
2286,2023-09-21,4330.0
2287,2023-09-22,4320.06
2288,2023-09-25,4337.44
2289,2023-09-26,4273.53
2290,2023-09-27,4274.51
2291,2023-09-28,4299.7
2292,2023-09-29,4288.05
2293,2023-10-02,4288.39
2294,2023-10-03,4229.45
2295,2023-10-04,4263.75
2296,2023-10-05,4258.19
2297,2023-10-06,4308.5
2298,2023-10-09,4335.66
2299,2023-10-10,4358.24
2300,2023-10-11,4376.95
2301,2023-10-12,4349.61
2302,2023-10-13,4327.78
2303,2023-10-16,4373.63
2304,2023-10-17,4373.2
2305,2023-10-18,4314.6
2306,2023-10-19,4278.0
2307,2023-10-20,4224.16
2308,2023-10-23,4217.04
2309,2023-10-24,4247.68
2310,2023-10-25,4186.77
2311,2023-10-26,4137.23
2312,2023-10-27,4117.37
2313,2023-10-30,4166.82
2314,2023-10-31,4193.8
2315,2023-11-01,4237.86
2316,2023-11-02,4317.78
2317,2023-11-03,4358.34
2318,2023-11-06,4365.98
2319,2023-11-07,4378.38
2320,2023-11-08,4382.78
2321,2023-11-09,4347.35
2322,2023-11-10,4415.24
2323,2023-11-13,4411.55
2324,2023-11-14,4495.7
2325,2023-11-15,4502.88
2326,2023-11-16,4508.24
2327,2023-11-17,4514.02
2328,2023-11-20,4547.38
2329,2023-11-21,4538.19
2330,2023-11-22,4556.62
2331,2023-11-24,4559.34
2332,2023-11-27,4550.43
2333,2023-11-28,4554.89
2334,2023-11-29,4550.58
2335,2023-11-30,4567.8
2336,2023-12-01,4594.63
2337,2023-12-04,4569.78
2338,2023-12-05,4567.18
2339,2023-12-06,4549.34
2340,2023-12-07,4585.59
2341,2023-12-08,4604.37
2342,2023-12-11,4622.44
2343,2023-12-12,4643.7
2344,2023-12-13,4707.09
2345,2023-12-14,4719.55
2346,2023-12-15,4719.19
2347,2023-12-18,4740.56
2348,2023-12-19,4768.37
2349,2023-12-20,4698.35
2350,2023-12-21,4746.75
2351,2023-12-22,4754.63
2352,2023-12-26,4774.75
2353,2023-12-27,4781.58
2354,2023-12-28,4783.35
2355,2023-12-29,4769.83
2356,2024-01-02,4742.83
2357,2024-01-03,4704.81
2358,2024-01-04,4688.68
2359,2024-01-05,4697.24
2360,2024-01-08,4763.54
2361,2024-01-09,4756.5
2362,2024-01-10,4783.45
2363,2024-01-11,4780.24
2364,2024-01-12,4783.83
2365,2024-01-16,4765.98
2366,2024-01-17,4739.21
2367,2024-01-18,4780.94
2368,2024-01-19,4839.81
2369,2024-01-22,4850.43
2370,2024-01-23,4864.6
2371,2024-01-24,4868.55
2372,2024-01-25,4894.16
2373,2024-01-26,4890.97
2374,2024-01-29,4927.93
2375,2024-01-30,4924.97
2376,2024-01-31,4845.65
2377,2024-02-01,4906.19
2378,2024-02-02,4958.61
2379,2024-02-05,4942.81
2380,2024-02-06,4954.23
2381,2024-02-07,4995.06
2382,2024-02-08,4997.91
2383,2024-02-09,5026.61
2384,2024-02-12,5021.84
2385,2024-02-13,4953.17
2386,2024-02-14,5000.62
2387,2024-02-15,5029.73
2388,2024-02-16,5005.57
2389,2024-02-20,4975.51
2390,2024-02-21,4981.8
2391,2024-02-22,5087.03
2392,2024-02-23,5088.8
2393,2024-02-26,5069.53
2394,2024-02-27,5078.18
2395,2024-02-28,5069.76
2396,2024-02-29,5096.27
2397,2024-03-01,5137.08
2398,2024-03-04,5130.95
2399,2024-03-05,5078.65
2400,2024-03-06,5104.76
2401,2024-03-07,5157.36
2402,2024-03-08,5123.69
2403,2024-03-11,5117.94
2404,2024-03-12,5175.27
2405,2024-03-13,5165.31
2406,2024-03-14,5150.48
2407,2024-03-15,5117.09
2408,2024-03-18,5149.42
2409,2024-03-19,5178.51
2410,2024-03-20,5224.62
2411,2024-03-21,5241.53
2412,2024-03-22,5234.18
2413,2024-03-25,5218.19
2414,2024-03-26,5203.58
2415,2024-03-27,5248.49
2416,2024-03-28,5254.35
2417,2024-04-01,5243.77
2418,2024-04-02,5205.81
2419,2024-04-03,5211.49
2420,2024-04-04,5147.21
2421,2024-04-05,5204.34
2422,2024-04-08,5202.39
2423,2024-04-09,5209.91
2424,2024-04-10,5160.64
2425,2024-04-11,5199.06
2426,2024-04-12,5123.41
2427,2024-04-15,5061.82
2428,2024-04-16,5051.41
2429,2024-04-17,5022.21
2430,2024-04-18,5011.12
2431,2024-04-19,4967.23
2432,2024-04-22,5010.6
2433,2024-04-23,5070.55
2434,2024-04-24,5071.63
2435,2024-04-25,5048.42
2436,2024-04-26,5099.96
2437,2024-04-29,5116.17
2438,2024-04-30,5035.69
2439,2024-05-01,5018.39
2440,2024-05-02,5064.2
2441,2024-05-03,5127.79
2442,2024-05-06,5180.74
2443,2024-05-07,5187.7
2444,2024-05-08,5187.67
2445,2024-05-09,5214.08
2446,2024-05-10,5222.68
2447,2024-05-13,5221.42
2448,2024-05-14,5246.68
2449,2024-05-15,5308.15
2450,2024-05-16,5297.1
2451,2024-05-17,5303.27
2452,2024-05-20,5308.13
2453,2024-05-21,5321.41
2454,2024-05-22,5307.01
2455,2024-05-23,5267.84
2456,2024-05-24,5304.72
2457,2024-05-28,5306.04
2458,2024-05-29,5266.95
2459,2024-05-30,5235.48
2460,2024-05-31,5277.51
2461,2024-06-03,5283.4
2462,2024-06-04,5291.34
2463,2024-06-05,5354.03
2464,2024-06-06,5352.96
2465,2024-06-07,5346.99
2466,2024-06-10,5360.79
2467,2024-06-11,5375.32
2468,2024-06-12,5421.03
2469,2024-06-13,5433.74
2470,2024-06-14,5431.6
2471,2024-06-17,5473.23
2472,2024-06-18,5487.03
2473,2024-06-20,5473.17
2474,2024-06-21,5464.62
2475,2024-06-24,5447.87
2476,2024-06-25,5469.3
2477,2024-06-26,5477.9
2478,2024-06-27,5482.87
2479,2024-06-28,5460.48
2480,2024-07-01,5475.09
2481,2024-07-02,5509.01
2482,2024-07-03,5537.02
2483,2024-07-05,5567.19
2484,2024-07-08,5572.85
2485,2024-07-09,5576.98
2486,2024-07-10,5633.91
2487,2024-07-11,5584.54
2488,2024-07-12,5615.35
2489,2024-07-15,5631.22
2490,2024-07-16,5667.2
2491,2024-07-17,5588.27
2492,2024-07-18,5544.59
2493,2024-07-19,5505.0
2494,2024-07-22,5564.41
2495,2024-07-23,5555.74
2496,2024-07-24,5427.13
2497,2024-07-25,5399.22
2498,2024-07-26,5459.1
2499,2024-07-29,5463.54
2500,2024-07-30,5436.44
2501,2024-07-31,5522.3
2502,2024-08-01,5446.68
2503,2024-08-02,5346.56
2504,2024-08-05,5186.33
2505,2024-08-06,5240.03
2506,2024-08-07,5199.5
2507,2024-08-08,5319.31
2508,2024-08-09,5344.16
2509,2024-08-12,5344.39
2510,2024-08-13,5434.43
2511,2024-08-14,5455.21
2512,2024-08-15,5543.22
2513,2024-08-16,5554.25
2514,2024-08-19,5608.25
2515,2024-08-20,5597.12
